RECORDNAME,INTID,NBL2,NBL,NBT,NBR,SBL,SBT,SBR,EBU,EBL,EBT,EBR,EBR2,WBU,WBL,WBT,WBR,NEL,NET,NER,NWL2,NWL,NWT,NWR,SEL,SET,SER,SER2,SWL,SWT,SWR,PED,HOLD
Volume,7,,39,1211,26,10,1063,26,0,1,8,50,,0,17,7,14,,,,,,,,,,,,,,,,
Peds,7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,7,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,7,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,7,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,7,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,7,,,1364,,,982,,,,531,,,,,1302,,,,,,,,,,,,,,,,,
TravelTime,7,,,23.3,,,16.7,,,,12.1,,,,,29.6,,,,,,,,,,,,,,,,,
Right Channeled,7,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,7,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,7,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,7,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,7,,50,50,,50,50,,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
LastDetect,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase1,7,,1,1,,1,1,,,2,2,2,,,2,2,2,,,,,,,,,,,,,,,,
DetectPhase2,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase3,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase4,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
SwitchPhase,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
numDetects,7,,1,1,,1,1,,,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,
DetectPos1,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectSize1,7,,50,50,,50,50,,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
DetectType1,7,,3,3,,3,3,,,3,3,3,,,3,3,3,,,,,,,,,,,,,,,,
DetectExtend1,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectQueue1,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectDelay1,7,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Exit Lanes,7,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,7,,42,1344,0,11,1183,0,0,1,9,54,,0,18,8,15,,,,,,,,,,,,,,,,
Up Node,8,,329,329,329,314,314,314,507,507,507,507,,320,320,320,320,,,,,,,,,,,,,,,,
Dest Node,8,,507,314,320,320,329,507,507,314,320,329,,320,329,507,314,,,,,,,,,,,,,,,,
Lanes,8,,2,2,1,2,2,1,0,2,2,1,,0,2,2,0,,,,,,,,,,,,,,,,
Shared,8,,0,0,,0,0,,,0,0,,,,0,2,,,,,,,,,,,,,,,,,
Width,8,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,8,,270,,175,175,,130,,215,,215,,,225,,,,,,,,,,,,,,,,,,
Taper,8,,25,,25,25,,25,,25,,25,,,25,,,,,,,,,,,,,,,,,,
StLanes,8,,2,,1,2,,1,,2,,1,,,2,,,,,,,,,,,,,,,,,,
Grade,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,8,,,35,,,35,,,,45,,,,,45,,,,,,,,,,,,,,,,,
Phase1,8,,3,8,,7,4,,,1,6,3,,,5,2,,,,,,,,,,,,,,,,,
PermPhase1,8,,,,8,,,4,,,,6,,,,,,,,,,,,,,,,,,,,,
LostTime,8,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,8,,0,-2,-2,0,-2,-2,0,0,-2,0,,0,0,-2,0,,,,,,,,,,,,,,,,
IdealFlow,8,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,8,,3433,3539,1583,3433,3539,1583,0,3433,3539,1583,,0,3433,3309,0,,,,,,,,,,,,,,,,
SatFlowPerm,8,,3433,3539,1583,3433,3539,1583,0,3433,3539,1583,,0,3433,3309,0,,,,,,,,,,,,,,,,
Allow RTOR,8,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,8,,0,0,149,0,0,149,0,0,0,109,,0,0,228,0,,,,,,,,,,,,,,,,
Volume,8,,121,220,99,57,175,18,0,30,88,78,,0,172,713,543,,,,,,,,,,,,,,,,
Peds,8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,8,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,8,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,8,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,8,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,8,,,342,,,1187,,,,647,,,,,1796,,,,,,,,,,,,,,,,,
TravelTime,8,,,6.7,,,23.1,,,,9.8,,,,,27.2,,,,,,,,,,,,,,,,,
Right Channeled,8,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,8,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,8,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,8,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,8,,50,50,50,50,50,50,,50,50,50,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,8,,3,8,8,7,4,4,,1,6,3,,,5,2,,,,,,,,,,,,,,,,,
DetectPhase2,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase3,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
numDetects,8,,1,1,1,1,1,1,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,8,,50,50,50,50,50,50,,50,50,50,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,8,,3,3,3,3,3,3,,3,3,3,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,8,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,8,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,8,,132,239,108,62,190,20,0,33,96,85,,0,187,1365,0,,,,,,,,,,,,,,,,
Up Node,9,,349,349,349,350,350,350,319,319,319,319,,10,10,10,10,,,,,,,,,,,,,,,,
Dest Node,9,,319,350,10,10,349,319,319,350,10,349,,10,349,319,350,,,,,,,,,,,,,,,,
Lanes,9,,1,2,0,1,1,1,0,2,2,0,,0,1,2,0,,,,,,,,,,,,,,,,
Shared,9,,0,2,,0,0,,,0,2,,,,0,2,,,,,,,,,,,,,,,,,
Width,9,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,9,,110,,,160,,160,,175,,,,,150,,,,,,,,,,,,,,,,,,
Taper,9,,25,,,25,,25,,25,,,,,25,,,,,,,,,,,,,,,,,,
StLanes,9,,1,,,1,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,
Grade,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,9,,,35,,,35,,,,45,,,,,40,,,,,,,,,,,,,,,,,
Phase1,9,,,8,,,4,1,,1,6,,,,,2,,,,,,,,,,,,,,,,,
PermPhase1,9,,8,,,4,,4,,,,,,,2,,,,,,,,,,,,,,,,,,
LostTime,9,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,9,,-2,-2,0,-2,-2,0,0,0,-2,0,,0,-2,-2,0,,,,,,,,,,,,,,,,
IdealFlow,9,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,9,,1770,3224,0,1770,1863,1583,0,3433,3504,0,,0,1770,3511,0,,,,,,,,,,,,,,,,
SatFlowPerm,9,,1393,3224,0,1354,1863,1583,0,3433,3504,0,,0,1207,3511,0,,,,,,,,,,,,,,,,
Allow RTOR,9,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,9,,0,26,0,0,0,41,0,0,11,0,,0,0,7,0,,,,,,,,,,,,,,,,
Volume,9,,21,17,24,84,13,324,0,93,141,10,,0,15,1191,65,,,,,,,,,,,,,,,,
Peds,9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,9,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,9,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,9,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,9,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,9,,,475,,,551,,,,1192,,,,,1369,,,,,,,,,,,,,,,,,
TravelTime,9,,,9.3,,,10.7,,,,18.1,,,,,23.3,,,,,,,,,,,,,,,,,
Right Channeled,9,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,9,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,9,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,9,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,9,,50,50,,50,50,50,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,9,,8,8,,4,4,1,,1,6,,,,2,2,,,,,,,,,,,,,,,,,
DetectPhase2,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase3,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
numDetects,9,,1,1,,1,1,1,,1,1,,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,9,,50,50,,50,50,50,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,9,,3,3,,3,3,3,,3,3,,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,9,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,9,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,9,,23,44,0,91,14,352,0,101,164,0,,0,16,1366,0,,,,,,,,,,,,,,,,
Up Node,10,,17,17,17,7,7,7,9,9,9,9,,11,11,11,11,,,,,,,,,,,,,,,,
Dest Node,10,,9,7,11,11,17,9,9,7,11,17,,11,17,9,7,,,,,,,,,,,,,,,,
Lanes,10,,2,3,0,2,3,0,0,2,2,1,,0,2,2,1,,,,,,,,,,,,,,,,
Shared,10,,0,2,,0,2,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Width,10,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,10,,150,,,145,,,,110,,110,,,100,,285,,,,,,,,,,,,,,,,
Taper,10,,25,,,25,,,,25,,25,,,25,,25,,,,,,,,,,,,,,,,
StLanes,10,,2,,,2,,,,2,,1,,,2,,1,,,,,,,,,,,,,,,,
Grade,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,10,,,40,,,40,,,,40,,,,,40,,,,,,,,,,,,,,,,,
Phase1,10,,3,8,,7,4,,,1,6,3,,,5,2,,,,,,,,,,,,,,,,,
PermPhase1,10,,,,,,,,,,,6,,,,,2,,,,,,,,,,,,,,,,
LostTime,10,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,10,,0.5,-2,0,0,-2,0,0,0,-2,0.5,,0,0,-2,-2,,,,,,,,,,,,,,,,
IdealFlow,10,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,10,,3433,5018,0,3433,4959,0,0,3433,3539,1583,,0,3433,3539,1583,,,,,,,,,,,,,,,,
SatFlowPerm,10,,3433,5018,0,3433,4959,0,0,3433,3539,1548,,0,3433,3539,1562,,,,,,,,,,,,,,,,
Allow RTOR,10,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,10,,0,17,0,0,34,0,0,0,0,109,,0,0,0,169,,,,,,,,,,,,,,,,
Volume,10,,657,1082,91,18,996,175,0,67,77,139,,0,105,573,1,,,,,,,,,,,,,,,,
Peds,10,,0,0,2,0,0,6,0,0,0,10,,0,0,0,1,,,,,,,,,,,,,,,,
Bicycles,10,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,10,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,10,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,10,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,10,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,10,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,10,,,1535,,,1364,,,,1369,,,,,2556,,,,,,,,,,,,,,,,,
TravelTime,10,,,26.2,,,23.3,,,,23.3,,,,,43.6,,,,,,,,,,,,,,,,,
Right Channeled,10,,,,0,,,0,,,,0,,,,,3,,,,,,,,,,,,,,,,
Right Radius,10,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,
Add Lanes,10,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Alignment,10,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,10,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,10,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,10,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,10,,50,50,,50,50,,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
LastDetect,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase1,10,,3,8,,7,4,,,1,6,3,,,5,2,2,,,,,,,,,,,,,,,,
DetectPhase2,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase3,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase4,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
SwitchPhase,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
numDetects,10,,1,1,,1,1,,,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,
DetectPos1,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectSize1,10,,50,50,,50,50,,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
DetectType1,10,,3,3,,3,3,,,3,3,3,,,3,3,3,,,,,,,,,,,,,,,,
DetectExtend1,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectQueue1,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectDelay1,10,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Exit Lanes,10,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,10,,714,1275,0,20,1273,0,0,73,84,151,,0,114,623,1,,,,,,,,,,,,,,,,
Up Node,11,,173,173,173,327,327,327,10,10,10,10,,12,12,12,12,,,,,,,,,,,,,,,,
Dest Node,11,,10,327,12,12,173,10,10,327,12,173,,12,173,10,327,,,,,,,,,,,,,,,,
Lanes,11,,1,1,0,1,1,0,0,1,2,0,,0,1,2,0,,,,,,,,,,,,,,,,
Shared,11,,0,2,,0,2,,,0,2,,,,0,2,,,,,,,,,,,,,,,,,
Width,11,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,11,,145,,,100,,,,100,,,,,80,,,,,,,,,,,,,,,,,,
Taper,11,,25,,,25,,,,25,,,,,25,,,,,,,,,,,,,,,,,,
StLanes,11,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
Grade,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,11,,,30,,,30,,,,40,,,,,40,,,,,,,,,,,,,,,,,
Phase1,11,,,2,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,
PermPhase1,11,,2,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
LostTime,11,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,11,,-2,-2,0,-2,-2,0,0,-2,-2,0,,0,-2,-2,0,,,,,,,,,,,,,,,,
IdealFlow,11,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,11,,1863,1863,0,1863,1863,0,0,1863,3539,0,,0,1863,3539,0,,,,,,,,,,,,,,,,
SatFlowPerm,11,,1863,1863,0,1863,1863,0,0,1863,3539,0,,0,1863,3539,0,,,,,,,,,,,,,,,,
Allow RTOR,11,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,11,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Volume,11,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Peds,11,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,11,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,11,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,11,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,11,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,11,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,11,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,11,,,621,,,1349,,,,2556,,,,,2575,,,,,,,,,,,,,,,,,
TravelTime,11,,,14.1,,,30.7,,,,43.6,,,,,43.9,,,,,,,,,,,,,,,,,
Right Channeled,11,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,11,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,11,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,11,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,11,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,11,,50,50,,50,50,,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,11,,2,2,,2,2,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,
DetectPhase2,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase3,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
numDetects,11,,1,1,,1,1,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,11,,50,50,,50,50,,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,11,,3,3,,3,3,,,3,3,,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,11,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,11,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,11,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Up Node,12,,19,19,,,328,328,11,11,,11,,,,,,,,,,,,,,,,,,,,,
Dest Node,12,,11,328,,,19,11,11,328,,19,,,,,,,,,,,,,,,,,,,,,
Lanes,12,,1,3,,,3,0,0,2,,1,,,,,,,,,,,,,,,,,,,,,
Shared,12,,0,0,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,
Width,12,,12,12,,,12,12,12,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,12,,160,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,
Taper,12,,25,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
StLanes,12,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Grade,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,12,,,45,,,45,,,40,,,,,,,,,,,,,,,,,,,,,,,
Phase1,12,,3,8,,,4,,,6,,,,,,,,,,,,,,,,,,,,,,,
PermPhase1,12,,8,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,
LostTime,12,,4,4,,,4,4,4,4,,4,,,,,,,,,,,,,,,,,,,,,
Lost Time Adjust,12,,0,-2,,,-2,0,0,-2,,-2,,,,,,,,,,,,,,,,,,,,,
IdealFlow,12,,1900,1900,,,1900,1900,1900,1900,,1900,,,,,,,,,,,,,,,,,,,,,
SatFlow,12,,1770,5085,,,4856,0,0,3316,,1441,,,,,,,,,,,,,,,,,,,,,
SatFlowPerm,12,,585,5085,,,4856,0,0,3316,,1441,,,,,,,,,,,,,,,,,,,,,
Allow RTOR,12,,1,1,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
SatFlowRTOR,12,,0,0,,,103,0,0,42,,53,,,,,,,,,,,,,,,,,,,,,
Volume,12,,298,1187,,,512,219,0,71,,87,,,,,,,,,,,,,,,,,,,,,
Peds,12,,0,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
Bicycles,12,,0,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
PHF,12,,0.92,0.92,,,0.92,0.92,0.92,0.92,,0.92,,,,,,,,,,,,,,,,,,,,,
Growth,12,,100,100,,,100,100,100,100,,100,,,,,,,,,,,,,,,,,,,,,
HeavyVehicles,12,,2,2,,,2,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,
BusStops,12,,0,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
Midblock,12,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Distance,12,,,1329,,,2314,,,2575,,,,,,,,,,,,,,,,,,,,,,,
TravelTime,12,,,20.1,,,35.1,,,43.9,,,,,,,,,,,,,,,,,,,,,,,
Right Channeled,12,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Alignment,12,,0,0,,,0,1,3,0,,1,,,,,,,,,,,,,,,,,,,,,
Enter Blocked,12,,0,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
